"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 5:23:56 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_01
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production","ChlA (depth integrated)"
"Layer 1 Surface temp","Temperature - surface"
"Layer 2 Bottom temp","Temperature - bottom"
"Layer 3 PP","ChlA (depth integrated)"
"Layer 4 Average temp","Salinity - average"
"Layer 5 Salinity","Salinity - average"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
383,0.02412066,0.00111233,0.001405587,0.0349105,0.02998343,0.1789685,0.009495905,0.002325225,0.05378071,0.002308396,0.01787263,0.003450629,0.0002259764,0.02303264,0.006006015,0.0007693184,0.001597188,0.03720901,0.001250327,0.02411637,6.360999E-05,0.03147934,0.0001389903,0.02369869,0.06964816,0.002890245,0.002596756,0.0003078527,0.002253704,4.980128E-05,0.001417898,0.0005337055,0.0002025305,0.01974779,0.0001425808,0.001975621,0.0008744643,4.61146E-06,2.503049E-05,0.001535614,0.05212038,0.01002415,0.4069598,0.00207409,0.01331399,0.001044516,0.0145754,0.008947236,8.109388,0.0001364034,0.02144781,0.1300488,1.885373,0.1190879,0.000199112,0.0003372229,0.01101259,0.283929,0.5494914,0.1122116,0.0476068,0.05194662,0.03423802,0.025083,0.0001724006,2.011366,0.01461043,0.008912928,0.04315703,0.07589503,23.0946,1.890257,8.988459,7.941519,11.61834,2.173461,7.60404,24.59494
384,0.02411382,0.001114509,0.001410522,0.03491631,0.02997534,0.1789488,0.009513004,0.002330185,0.05388777,0.002318784,0.01786718,0.003463175,0.0002243011,0.02307353,0.005978118,0.0007687085,0.001612192,0.03809887,0.001254462,0.02413024,6.897061E-05,0.03180535,0.0001475072,0.02326057,0.06962492,0.002842655,0.002618736,0.0003003915,0.002270133,5.100337E-05,0.001431557,0.0005415811,0.000202993,0.01910478,0.000145085,0.001959056,0.0008232584,4.692693E-06,2.501298E-05,0.001516021,0.05131632,0.01107194,0.4076041,0.002060401,0.01328859,0.00102908,0.01419516,0.008790639,8.276248,0.0001381185,0.02143531,0.1306813,1.894123,0.1223183,0.0002016865,0.0003502234,0.01089781,0.2319478,0.551007,0.115809,0.04628291,0.05110162,0.03827148,0.02634632,0.0001696916,2.145622,0.01276654,0.008478327,0.04938643,0.07714225,23.41542,2.061386,7.810962,7.197422,9.09528,2.524834,5.797899,18.97757
385,0.02411068,0.001116955,0.001415275,0.03494604,0.02997087,0.178913,0.009529649,0.002332921,0.05399248,0.002329278,0.01792241,0.003477413,0.0002211575,0.02307106,0.005862198,0.0007647189,0.001615354,0.03894881,0.001253314,0.02395226,7.076676E-05,0.03183477,0.0001618968,0.02355877,0.06962413,0.002677299,0.002607842,0.000293856,0.002212153,5.217598E-05,0.001442689,0.0005408553,0.0002038621,0.01777694,0.0001738643,0.001979621,0.0007965293,4.761211E-06,2.490406E-05,0.001499312,0.05091552,0.01207275,0.4080518,0.002055768,0.01324967,0.001020376,0.0142094,0.008726217,8.456686,0.0001396675,0.02145031,0.1307708,1.887128,0.1245125,0.0002037301,0.0003644406,0.01096898,0.1871185,0.5220994,0.1107308,0.04279868,0.04857842,0.0426866,0.02726036,0.0001690056,2.23868,0.01042072,0.007719483,0.05218413,0.07796189,22.95932,2.101786,6.17931,6.275849,7.824041,3.134946,5.028043,14.78814
386,0.02410913,0.001119474,0.001419196,0.03499323,0.02996821,0.1788065,0.009544598,0.002333699,0.05408834,0.002339839,0.01797702,0.003491355,0.0002176642,0.02305079,0.005726594,0.0007594114,0.001614588,0.04001507,0.001249332,0.02398546,7.371124E-05,0.03195816,0.0001772601,0.02454552,0.06961922,0.002617235,0.002594976,0.0002898557,0.002179523,5.305389E-05,0.001451403,0.0005395433,0.0002049864,0.01673401,0.0002174151,0.002047242,0.0008067412,4.801395E-06,2.488295E-05,0.001493196,0.05090372,0.01297792,0.4084511,0.002056239,0.01322192,0.001026352,0.01443947,0.008768858,8.622239,0.0001408296,0.02146171,0.1302732,1.866078,0.125707,0.0002050309,0.000377733,0.01102145,0.1556654,0.4836518,0.1011162,0.03947552,0.04509532,0.04691315,0.02796621,0.0001715682,2.248752,0.008520757,0.006936543,0.05233112,0.07774908,21.99741,2.061589,4.726768,5.381781,7.228991,3.885327,4.799868,12.68118
387,0.02410555,0.001121849,0.00142192,0.03504544,0.02996418,0.1785601,0.009556537,0.002332484,0.05416879,0.002350429,0.01800515,0.003502482,0.0002141708,0.02302253,0.005588824,0.0007536536,0.001612556,0.04162424,0.001243338,0.02473799,7.611622E-05,0.03188713,0.0001884372,0.02598849,0.06957115,0.002824004,0.002602902,0.0002885401,0.002233517,5.393837E-05,0.001457333,0.0005529642,0.0002061477,0.01753446,0.0002650559,0.002149374,0.0008450749,4.810391E-06,2.493502E-05,0.001497382,0.05120604,0.01372752,0.4088474,0.002062433,0.0132096,0.001038027,0.01464844,0.008935449,8.743501,0.0001419235,0.02145804,0.129208,1.833692,0.1261679,0.000205634,0.0003891732,0.01095377,0.1433231,0.4382009,0.09033236,0.03659808,0.04138751,0.05061057,0.02853081,0.0001732117,2.175258,0.007925566,0.006184887,0.05048838,0.07645463,20.83064,1.980608,3.668046,4.641708,8.447182,4.84855,6.486885,11.94307
388,0.02409645,0.001123914,0.001423248,0.03508929,0.02995908,0.1782138,0.009565755,0.0023307,0.05423652,0.002361003,0.01801795,0.00351137,0.0002108343,0.02299393,0.005455129,0.0007479533,0.001610142,0.04324153,0.001237222,0.02568558,7.710421E-05,0.03196567,0.0001968111,0.02735722,0.06949344,0.003020712,0.002631663,0.0002867987,0.002296497,5.458216E-05,0.001460054,0.0005712421,0.0002071659,0.01898467,0.0002928483,0.002278135,0.000860879,4.793401E-06,2.499968E-05,0.001508122,0.05161679,0.01407166,0.4093626,0.002072202,0.01320706,0.001050458,0.01474167,0.00914677,8.801218,0.0001428743,0.02144223,0.1278754,1.800088,0.12578,0.000205661,0.0003965042,0.0107698,0.1454936,0.4070815,0.07975534,0.03556499,0.03912446,0.0533861,0.02899249,0.0001737752,2.04776,0.008384681,0.005697349,0.04823456,0.07448182,19.86824,1.906664,3.168918,4.230149,10.47038,5.578149,9.173355,14.37347
389,0.02408762,0.00112551,0.001423243,0.03512178,0.02995545,0.1779709,0.009574174,0.002329806,0.05429958,0.002371537,0.01805546,0.003519386,0.0002077171,0.02296853,0.005358423,0.0007425991,0.001607282,0.04304123,0.001232435,0.02657648,8.190743E-05,0.03266504,0.0002073094,0.02853573,0.06941998,0.003167529,0.00267612,0.0002849615,0.002360427,5.500879E-05,0.001462567,0.0005824123,0.000208002,0.0208007,0.0003061892,0.002484553,0.0009060386,4.762526E-06,2.508162E-05,0.001519633,0.05199933,0.0132529,0.4106556,0.002083799,0.01322691,0.001063777,0.01504601,0.009321326,8.701438,0.0001438074,0.02143211,0.1269057,1.775998,0.1252122,0.0002052788,0.0003932835,0.01069717,0.1662327,0.3990605,0.0712705,0.03686691,0.03904304,0.05188896,0.02842867,0.0001763688,1.914865,0.009350709,0.005739884,0.04481858,0.07263225,19.33969,1.861121,3.236161,4.344254,11.6628,5.41272,10.52359,18.88662
390,0.02408155,0.001126608,0.001422192,0.03513623,0.02995509,0.1779099,0.009583066,0.002330594,0.054365,0.002382031,0.01814478,0.003528147,0.000205119,0.02294791,0.005267205,0.0007372916,0.001602666,0.04170514,0.00122966,0.0270218,8.406112E-05,0.03338436,0.0002097948,0.02926077,0.06936371,0.003207699,0.002708903,0.0002863212,0.002403304,5.531575E-05,0.001465292,0.0005805677,0.0002088479,0.02149451,0.000315838,0.002536829,0.0009588126,4.731647E-06,2.514188E-05,0.001529571,0.05221365,0.01204964,0.4137018,0.002087884,0.0132722,0.00107382,0.01553134,0.009396023,8.544131,0.0001445849,0.02144329,0.1264853,1.761732,0.1243361,0.0002044576,0.0003858105,0.01087977,0.198618,0.4133815,0.06734257,0.03869699,0.04024052,0.04761158,0.02736639,0.000179315,1.814956,0.01045043,0.005822224,0.03921214,0.07139383,19.10677,1.750702,3.69392,4.839168,12.47121,4.792485,11.45384,21.81134
391,0.02407453,0.00112735,0.001420493,0.03513209,0.02995768,0.177911,0.009592148,0.002332171,0.05443013,0.002392266,0.01825148,0.003538685,0.0002030401,0.02292301,0.005111006,0.0007285561,0.001578426,0.04002301,0.001228122,0.02647554,8.305186E-05,0.03372215,0.000210876,0.02966021,0.06934357,0.003035314,0.002719393,0.0002874449,0.002381098,5.524781E-05,0.001468839,0.0005714358,0.0002094842,0.02042075,0.0003084762,0.002524183,0.000961551,4.711219E-06,2.514983E-05,0.001537764,0.05212152,0.01083721,0.4178418,0.002087116,0.01333468,0.001078803,0.01591915,0.009393428,8.387206,0.0001451968,0.02146268,0.1266487,1.757763,0.1223562,0.0002029773,0.0003773435,0.0110428,0.2273888,0.4377908,0.07001206,0.04045054,0.04243758,0.04248864,0.02617465,0.0001823527,1.76571,0.01087101,0.005297745,0.0328855,0.07107582,19.15548,1.55401,4.416875,5.530687,13.47487,4.065711,12.37858,23.58783
392,0.02406733,0.001127765,0.001418573,0.03511452,0.02996082,0.1780295,0.009602498,0.002333774,0.05449678,0.002402669,0.0183829,0.003549627,0.0002012015,0.02289077,0.004943772,0.0007188075,0.001540477,0.03831396,0.001226319,0.02574876,7.643872E-05,0.03289181,0.0001962167,0.02916863,0.06932902,0.002875148,0.002716032,0.0002876903,0.00234894,5.534126E-05,0.001471057,0.0005604062,0.0002097956,0.01912397,0.0002783624,0.002444945,0.0009943214,4.707525E-06,2.414849E-05,0.001532559,0.05152334,0.009765141,0.422484,0.00208555,0.01335713,0.001074632,0.01586669,0.009284184,8.234966,0.0001458728,0.02148531,0.1272409,1.761703,0.1203617,0.0002013212,0.0003686243,0.0111089,0.2489911,0.4496191,0.08069912,0.04120136,0.04485589,0.03785439,0.02498463,0.0001828235,1.761147,0.01118974,0.004759917,0.02738971,0.07161532,19.41716,1.369678,5.374852,6.254373,14.15668,3.423752,12.43108,25.25668
393,0.02406587,0.001127691,0.001416783,0.03509043,0.02996042,0.1782018,0.009612921,0.00233455,0.05456001,0.002412948,0.01852386,0.003557981,0.0001992514,0.02286828,0.004875457,0.0007122937,0.001526347,0.03667526,0.001223341,0.02596069,7.891856E-05,0.03285774,0.0001946223,0.02849028,0.0692701,0.002896631,0.002717579,0.0002914873,0.002340921,5.54455E-05,0.001474692,0.0005499654,0.0002097407,0.01951574,0.0002553699,0.002248297,0.0009303024,4.72482E-06,2.37621E-05,0.001534214,0.05066784,0.008849744,0.4269888,0.002076367,0.0133848,0.001069869,0.01562614,0.0091291,8.064175,0.0001463222,0.02149563,0.1277883,1.768087,0.1205253,0.0002001,0.0003595861,0.01113261,0.2523685,0.4858708,0.1027806,0.04369097,0.0488896,0.0337672,0.02383275,0.0001820001,1.788427,0.01243005,0.005570279,0.02367922,0.07276879,19.8757,1.314975,6.415302,6.827458,14.2998,2.854802,11.69977,25.91363
394,0.02405936,0.001127257,0.001415337,0.03505829,0.02995243,0.1782119,0.009623479,0.002334274,0.05461726,0.002423224,0.01860857,0.003565001,0.0001969477,0.02285123,0.004793772,0.000707549,0.001525091,0.0368173,0.001219759,0.02654662,7.84529E-05,0.03291305,0.0001890859,0.0277147,0.06915622,0.003052294,0.002742811,0.0002920293,0.00238658,5.535136E-05,0.001474141,0.0005525511,0.0002094385,0.02076752,0.000237672,0.002084557,0.0008685671,4.762573E-06,2.355134E-05,0.001531617,0.0496892,0.009143977,0.4307882,0.0020626,0.01338761,0.001058826,0.0152239,0.008970624,8.052759,0.0001469045,0.02148448,0.1282018,1.771491,0.1220391,0.0001990875,0.0003508019,0.01095803,0.23882,0.5068772,0.1266782,0.0438719,0.05381439,0.03587946,0.02435691,0.0001785346,1.825694,0.01400741,0.006782009,0.02962893,0.07404592,20.84397,1.504977,7.202123,6.945526,13.78521,2.548163,10.52622,25.38646
395,0.02405143,0.001126511,0.001414232,0.03502902,0.0299397,0.1782322,0.009635811,0.002334925,0.05467738,0.002433527,0.01868537,0.00357299,0.000194497,0.02283603,0.004706718,0.0007035453,0.001529057,0.03803254,0.001216592,0.02698565,7.339325E-05,0.03242438,0.0001683466,0.02620266,0.06902739,0.00315206,0.002777199,0.0002875928,0.002433867,5.50849E-05,0.001473309,0.0005645661,0.0002091683,0.0207782,0.0001971453,0.001952433,0.0008338421,4.816808E-06,2.339816E-05,0.001514986,0.04852816,0.01011486,0.4325634,0.00204663,0.01334447,0.00104602,0.01461343,0.008756042,8.16233,0.0001478739,0.02147235,0.1287429,1.772833,0.1243766,0.0001980822,0.0003480936,0.01063138,0.2209643,0.4878859,0.1430588,0.04000117,0.05471064,0.04077336,0.02586513,0.0001713256,1.886468,0.01336289,0.007660872,0.03840107,0.07514768,21.6104,1.781907,7.507354,6.758338,11.24355,2.441376,7.616921,23.59189
396,0.02404397,0.001125491,0.001413355,0.03500993,0.02992714,0.1782502,0.009647682,0.002335531,0.05473324,0.002443844,0.01875247,0.003581542,0.000192077,0.0228199,0.00461938,0.0006996972,0.00153417,0.03936609,0.001213436,0.02709179,7.310592E-05,0.03232682,0.0001682268,0.02543019,0.06891581,0.003148603,0.002790129,0.000284949,0.002451362,5.475075E-05,0.001472116,0.0005727372,0.0002091178,0.01991601,0.0001878577,0.001895778,0.0008013435,4.877269E-06,2.327507E-05,0.001501254,0.04751456,0.01118672,0.433419,0.002036843,0.0133001,0.001035151,0.01421454,0.008588342,8.31531,0.0001487214,0.0214619,0.1290748,1.767419,0.1266553,0.0001970028,0.000348408,0.010467,0.2044291,0.4531268,0.1498374,0.03733676,0.05519516,0.04671576,0.02730769,0.0001668166,1.968178,0.01165787,0.007747524,0.04518033,0.07594841,21.78992,1.988477,6.918589,6.27226,9.184778,2.830425,6.006579,18.79814
397,0.02403821,0.001123893,0.001412412,0.03500408,0.02991826,0.1783126,0.009659101,0.002333189,0.05476489,0.002454704,0.01880367,0.003588864,0.0001905021,0.02280303,0.004584686,0.0006954933,0.001542051,0.04000048,0.001206624,0.02662807,6.439599E-05,0.03112915,0.0001306746,0.02321382,0.06883634,0.002909573,0.002765207,0.0002818827,0.002386958,5.455222E-05,0.001471236,0.0005725444,0.0002092306,0.01854838,0.000161096,0.001739249,0.0007582678,4.923842E-06,2.489508E-05,0.001477723,0.04593888,0.01209669,0.434012,0.002015387,0.01316662,0.001019828,0.01343792,0.008348025,8.477571,0.0001493301,0.02143572,0.1292809,1.75553,0.1277245,0.0001957911,0.0003496709,0.01012097,0.1907934,0.4006844,0.1432928,0.03244359,0.05191591,0.0508482,0.02823783,0.0001648559,2.048007,0.0097668,0.006337732,0.04814951,0.07637545,21.44089,2.053387,5.837527,5.624531,7.790061,3.549067,5.068834,15.07893
398,0.02403305,0.001121963,0.001411144,0.0350093,0.02991156,0.1783976,0.009668299,0.002328994,0.05477698,0.002465954,0.01885598,0.003594105,0.0001891715,0.02278137,0.004556288,0.0006907284,0.001549935,0.04097806,0.001197181,0.02629851,6.185251E-05,0.03099909,0.000125637,0.02188724,0.06875709,0.002751247,0.002725986,0.0002835807,0.002321261,5.413989E-05,0.001469986,0.0005692755,0.0002095285,0.01731542,0.0001587101,0.001635979,0.0007614006,4.946298E-06,2.749627E-05,0.001465643,0.04445847,0.01284293,0.4345548,0.001999033,0.01301882,0.001010869,0.01269964,0.00815665,8.632375,0.0001497692,0.02140097,0.1290718,1.734939,0.1284156,0.0001944534,0.0003509031,0.0097371,0.1789709,0.3579625,0.1319798,0.02933718,0.04791918,0.0557937,0.02899069,0.0001654079,2.070152,0.008045917,0.005122247,0.04881626,0.07595513,20.54853,2.06585,4.682332,4.926268,7.352365,4.467972,5.117351,12.88072
399,0.02402764,0.001119798,0.001409296,0.03501766,0.02990635,0.1785073,0.009675132,0.002323661,0.05477546,0.002477679,0.0189111,0.003598002,0.0001879271,0.02275437,0.004521652,0.0006857212,0.001557035,0.04217805,0.00118619,0.02612145,6.516429E-05,0.0312938,0.0001309924,0.02107288,0.06867705,0.002604024,0.002672776,0.0002879387,0.002234777,5.38583E-05,0.001468333,0.0005636999,0.0002099042,0.01623169,0.0001686103,0.001559658,0.0007674901,4.94163E-06,3.121845E-05,0.001469629,0.04315303,0.01344853,0.435162,0.001987086,0.0129068,0.001002189,0.01202371,0.008011941,8.768731,0.0001501661,0.02136349,0.1285141,1.709834,0.1284546,0.0001930153,0.0003519,0.009339714,0.1751945,0.3208544,0.1163997,0.02663022,0.04327612,0.06076225,0.02958434,0.0001666552,2.031347,0.006512175,0.004278834,0.04797075,0.07470581,19.42864,2.031065,3.77749,4.335274,7.328772,5.441536,5.55379,12.55429
400,0.02402198,0.001117369,0.001406722,0.03502087,0.02989882,0.1786216,0.009677975,0.002316315,0.05475206,0.002489929,0.01895237,0.00359685,0.0001867156,0.02272175,0.004483463,0.0006807008,0.001563233,0.04368959,0.001172919,0.0265997,7.538073E-05,0.03191365,0.0001449188,0.02112157,0.0685489,0.002795842,0.002669187,0.0002954552,0.002276707,5.303141E-05,0.001467402,0.0005741672,0.0002101872,0.0168719,0.00019461,0.001596366,0.0008313322,4.912928E-06,3.752588E-05,0.001502991,0.04207799,0.01389642,0.4357626,0.001981461,0.01287409,0.001007846,0.01144901,0.007877219,8.85515,0.0001507774,0.02131682,0.1276298,1.680776,0.1282722,0.0001914989,0.0003521021,0.00896379,0.1762898,0.2984181,0.1020583,0.02559056,0.03970495,0.06539778,0.03004721,0.0001736532,1.942569,0.006531588,0.003819255,0.04666615,0.07281132,18.31318,1.980236,3.171904,3.930699,8.703762,6.428882,7.471174,13.25778
401,0.02401589,0.001114705,0.001403373,0.03501253,0.02989038,0.1788055,0.009679354,0.002309076,0.05472367,0.002502705,0.01899586,0.003593561,0.0001855357,0.02268855,0.004443503,0.0006761339,0.001568731,0.04479416,0.001160108,0.02725924,8.512383E-05,0.033008,0.0001526218,0.02100739,0.06839646,0.00296657,0.002685591,0.0003001779,0.002328829,5.209331E-05,0.001466665,0.0005882371,0.000210305,0.01812109,0.0002024748,0.001648183,0.0008801362,4.867254E-06,4.469899E-05,0.001552196,0.04113577,0.01364861,0.4365338,0.001975959,0.01285522,0.001015976,0.01093601,0.007726704,8.838538,0.0001515075,0.02126766,0.1267852,1.656946,0.1278702,0.0001899502,0.0003514581,0.008646249,0.1852852,0.3000546,0.09105422,0.02664123,0.03772083,0.06845416,0.03020128,0.0001814096,1.830682,0.007508565,0.003766613,0.04562791,0.07078929,17.59283,1.959592,2.998595,3.861656,10.77169,6.70433,10.2841,16.33902
402,0.02401432,0.001111994,0.001399369,0.03499606,0.02988797,0.1792686,0.009681891,0.002303861,0.05470422,0.002515891,0.01909726,0.003591578,0.0001848721,0.02265769,0.004414292,0.0006718494,0.001570664,0.04378254,0.001150233,0.02736447,9.268579E-05,0.03513827,0.0001494091,0.02034297,0.06828681,0.002906196,0.002691078,0.0003099409,0.002347592,5.14198E-05,0.00147154,0.0005866598,0.0002107927,0.01806199,0.0001954109,0.0016359,0.0009691575,4.817184E-06,5.038024E-05,0.001593737,0.04014089,0.01247051,0.4396869,0.001962888,0.01282803,0.001022427,0.01046539,0.007504722,8.715354,0.0001515433,0.02123953,0.126857,1.648982,0.1265219,0.0001883921,0.0003458642,0.008513303,0.201336,0.3182638,0.08419468,0.02820824,0.03665549,0.06423506,0.02934989,0.0001884747,1.761025,0.008678708,0.003451168,0.03938199,0.06952089,17.24222,1.77511,3.335428,4.335866,13.25515,5.82096,13.68448,21.01785
403,0.02401437,0.001109268,0.001395125,0.03496819,0.02988781,0.1798573,0.009685098,0.002299271,0.05468981,0.002529383,0.01922002,0.003589857,0.0001845204,0.02262476,0.004389342,0.0006676976,0.00156885,0.04213766,0.001141653,0.02739573,9.694132E-05,0.03680961,0.0001452954,0.01936458,0.06819568,0.002805677,0.002681721,0.0003176777,0.002325907,5.084872E-05,0.001476765,0.000578714,0.000211185,0.01779304,0.0001731809,0.00149997,0.001012431,4.775069E-06,5.452893E-05,0.001625276,0.03905755,0.01116689,0.4438184,0.001939175,0.01279521,0.001020978,0.0100208,0.007258263,8.556844,0.0001513348,0.02122425,0.1273583,1.656502,0.1255398,0.0001868851,0.0003386981,0.008366566,0.2238221,0.3585919,0.0849787,0.0320144,0.03780391,0.05814522,0.02820073,0.0001968998,1.719442,0.0100948,0.003609498,0.03281265,0.06903119,17.16404,1.594859,4.230838,5.236202,14.97025,4.568702,14.91114,26.74622
404,0.02401408,0.001106611,0.001391182,0.03493254,0.02988938,0.1805205,0.00969116,0.002296041,0.05469,0.002543238,0.01935665,0.003591073,0.0001843873,0.02258117,0.004333704,0.0006625272,0.001551766,0.04036703,0.00113462,0.02697295,9.605535E-05,0.03803827,0.0001291803,0.0176571,0.06814238,0.002595381,0.002650301,0.0003221056,0.002267123,5.022214E-05,0.001483738,0.000568389,0.0002114059,0.01700434,0.00014041,0.001295664,0.0009622818,4.752721E-06,5.743299E-05,0.00163508,0.03778121,0.009979699,0.4485456,0.001904659,0.01270807,0.001005422,0.009564331,0.006979069,8.398642,0.0001508591,0.02122412,0.1283959,1.680526,0.1246053,0.0001854588,0.0003311221,0.008175055,0.249762,0.38726,0.09050982,0.03578125,0.03894189,0.05199569,0.02699468,0.0001995968,1.723083,0.01124482,0.003578194,0.02686616,0.06967596,17.34792,1.412994,5.626229,6.332572,15.85604,3.794273,14.64133,29.85929
405,0.02401454,0.001103977,0.001388158,0.034894,0.02988938,0.1811616,0.009698552,0.00229243,0.05469516,0.002557166,0.01947491,0.003591983,0.0001842217,0.02254094,0.004308745,0.000657841,0.001540664,0.0386229,0.001128233,0.02692489,9.687355E-05,0.03973487,0.0001223556,0.01634968,0.0680872,0.002494757,0.002618653,0.0003288864,0.002222781,5.004417E-05,0.001493483,0.0005575331,0.0002114744,0.01671702,0.0001298478,0.001195027,0.0008939943,4.757868E-06,6.134638E-05,0.001640568,0.03654602,0.008951584,0.4534085,0.001876101,0.01261721,0.000986823,0.00923754,0.006715191,8.231805,0.0001504203,0.02122079,0.1296091,1.712232,0.1255854,0.0001843011,0.0003234008,0.008090963,0.2616412,0.4114965,0.1009008,0.03982456,0.04072411,0.04633925,0.0258064,0.0001980693,1.774319,0.01308253,0.004247635,0.02211428,0.07140613,17.72503,1.296953,7.197007,7.286555,15.88096,3.277955,13.41662,30.34112
406,0.02401036,0.00110151,0.00138653,0.03485165,0.02988219,0.1816172,0.009707998,0.00228828,0.05470575,0.002571231,0.01953512,0.0035925,0.0001836147,0.02250162,0.004277426,0.0006547004,0.001541875,0.03857102,0.001122582,0.02734217,8.434885E-05,0.03908084,0.0001071381,0.01501487,0.06798038,0.002697397,0.002625847,0.0003326392,0.002285118,5.001116E-05,0.001501336,0.0005590837,0.000211241,0.01769426,0.0001133897,0.001110937,0.0008274786,4.791168E-06,6.378652E-05,0.001621089,0.03530262,0.008964607,0.4576036,0.001844022,0.01245551,0.0009659289,0.008906729,0.00646764,8.188,0.0001500394,0.02120124,0.1306463,1.742035,0.1291637,0.0001837657,0.0003163209,0.007902328,0.2521823,0.4315794,0.1106017,0.0433031,0.04233122,0.04907825,0.0262607,0.0001911559,1.831823,0.01530765,0.00587811,0.02994096,0.07355717,18.65206,1.59784,8.342387,7.643173,14.57411,2.881307,11.13976,29.06941
407,0.02400617,0.001099166,0.001386196,0.03481443,0.02986871,0.182008,0.009719882,0.002285109,0.05472622,0.002584715,0.01956862,0.003594106,0.0001827574,0.02246428,0.004245651,0.0006523525,0.001548735,0.03974584,0.001118388,0.02774662,6.839626E-05,0.03701635,9.300307E-05,0.01373191,0.06785408,0.002848815,0.002650755,0.0003310414,0.002362969,4.996641E-05,0.001511122,0.0005716269,0.0002111468,0.0182781,9.879407E-05,0.0009847429,0.0007674682,4.846733E-06,6.459498E-05,0.001579004,0.03401446,0.009805006,0.459857,0.001809777,0.01224746,0.0009428395,0.008516511,0.006205027,8.276732,0.0001510732,0.02117668,0.1316036,1.765115,0.1340591,0.0001836534,0.0003148934,0.007689636,0.228661,0.4357869,0.1117768,0.04439736,0.04277591,0.0556627,0.02788483,0.0001860683,1.916073,0.01502191,0.006832132,0.04081009,0.07565906,19.30927,2.002835,8.640244,7.464356,11.56063,2.660841,7.865697,25.52389
408,0.0240042,0.001096941,0.001386676,0.03479131,0.02985584,0.1823991,0.009733221,0.002283175,0.05475625,0.002598088,0.01959718,0.00359889,0.0001818776,0.0224289,0.004218914,0.000650357,0.00155729,0.040316,0.001115249,0.02734415,6.217861E-05,0.03526417,9.047839E-05,0.01272595,0.06777221,0.002729827,0.002646182,0.000329486,0.002356895,5.02546E-05,0.001522031,0.0005758468,0.0002114778,0.01757929,9.158641E-05,0.0008618502,0.0007122145,4.910189E-06,6.490405E-05,0.001532625,0.03288991,0.01079491,0.4609534,0.001782096,0.0120409,0.0009177406,0.008183151,0.005974799,8.409172,0.0001522372,0.02115866,0.1324129,1.777975,0.1377816,0.0001836529,0.0003161351,0.007495516,0.1950832,0.4293569,0.1066881,0.04313494,0.04200242,0.06010762,0.02901075,0.000182742,2.039589,0.01310703,0.006352169,0.04763022,0.07753439,19.52535,2.196683,7.82266,6.897883,8.959047,3.088727,5.682066,19.68423
