"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 5:23:56 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_01
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production","ChlA (depth integrated)"
"Layer 1 Surface temp","Temperature - surface"
"Layer 2 Bottom temp","Temperature - bottom"
"Layer 3 PP","ChlA (depth integrated)"
"Layer 4 Average temp","Salinity - average"
"Layer 5 Salinity","Salinity - average"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

Year,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
24,0.02554917,0.001259369,0.001492146,0.03767396,0.0299388,0.1894522,0.009556166,0.002576304,0.05578971,0.001865891,0.008625484,0.002735774,0.0002688783,0.0224446,0.01425503,0.001304672,0.0007182919,0.04653675,0.001298284,0.02336431,8.460201E-05,0.02965566,4.164341E-05,0.01026402,0.07488623,0.002620175,0.002635121,0.000226277,0.00141081,4.728487E-05,0.001270348,0.0003641961,0.0002545608,0.02181436,0.000230738,0.001041936,0.0004698854,3.043042E-06,2.724395E-05,0.00203204,0.07512031,0.008261786,0.2572096,0.00251704,0.01473337,0.001140679,0.008352057,0.01040739,9.349814,0.0001388381,0.01584393,0.134406,1.860811,0.1462758,0.0002280648,0.0002990197,0.01397533,0.2324926,0.4420078,0.1144847,0.0407792,0.06013051,0.04668792,0.03281239,0.0002184797,2.01106,0.008428724,0.002486567,0.02667142,0.07778903,20.53096,1.355438,5.268615,6.144206,11.37934,4.625712,9.404369,20.8016
25,0.02541312,0.001232323,0.001467656,0.03728769,0.03001369,0.1866134,0.009524035,0.0024545,0.0551154,0.001888125,0.008940577,0.002759136,0.0002016844,0.02110038,0.01531022,0.001045285,0.0006310034,0.04387116,0.001246206,0.0216868,7.400941E-05,0.02851749,4.732705E-05,0.01078123,0.07416049,0.002505374,0.002386017,0.0002220903,0.00138348,4.412925E-05,0.001247333,0.0003640173,0.0002287961,0.02025077,0.0002040789,0.001072841,0.000373564,2.970642E-06,2.57976E-05,0.001961479,0.07382635,0.008189056,0.2723789,0.002340662,0.01438412,0.001087578,0.007998125,0.009889761,9.281544,0.0001356515,0.01606882,0.1312122,1.790708,0.1347038,0.0002183942,0.0002819419,0.01438634,0.1976533,0.4357843,0.1142061,0.04076002,0.04993095,0.04128102,0.03123838,0.000224271,1.766583,0.007933658,0.002619206,0.02641577,0.07735058,20.3625,1.379549,5.173645,5.868608,11.14486,4.883512,9.435121,20.47263
26,0.0252293,0.001200314,0.001439825,0.03667714,0.030073,0.1850786,0.009497276,0.002381362,0.05450852,0.001914664,0.009934527,0.002818643,0.0001882799,0.02025942,0.01661064,0.000901893,0.0006614167,0.04368973,0.001221863,0.02221477,8.133119E-05,0.02973787,6.814161E-05,0.01228099,0.07332542,0.002608321,0.002364587,0.0002087631,0.00144482,4.22304E-05,0.001229904,0.0003789904,0.0002103858,0.01951935,0.0002133254,0.001191241,0.0003055918,3.024868E-06,2.64513E-05,0.001916792,0.07097501,0.00894299,0.2871155,0.002279804,0.01422763,0.001038024,0.008178002,0.009586497,9.294267,0.0001312136,0.01686896,0.129072,1.798107,0.1299914,0.0002111753,0.000263998,0.01403571,0.2137671,0.378114,0.110527,0.04632542,0.05164639,0.04422132,0.03163234,0.0002144536,1.789321,0.008761492,0.003152129,0.03278909,0.08092333,19.86753,1.58771,5.669803,6.064681,11.50557,5.256231,9.537983,21.474
27,0.02514939,0.001168073,0.001413534,0.03616546,0.03012043,0.1864738,0.009513364,0.002375643,0.05430718,0.001947263,0.01184988,0.002940787,0.0002068556,0.01995296,0.01592458,0.0008818037,0.0007585666,0.04464434,0.001205069,0.02350135,7.43329E-05,0.03085649,7.758287E-05,0.01340756,0.07273349,0.002823344,0.002354008,0.000200905,0.001548043,3.891921E-05,0.001187799,0.0004064359,0.0002023329,0.01938318,0.0002152344,0.001263156,0.0003242064,3.183847E-06,2.643016E-05,0.001855284,0.06506196,0.00985901,0.3016413,0.002266507,0.01375174,0.0009700627,0.00820825,0.009051032,9.271314,0.0001263392,0.01829396,0.1302952,1.756762,0.1284137,0.0001990553,0.0002397921,0.0118623,0.1748428,0.3863476,0.09060668,0.04578711,0.05162233,0.0479295,0.03216023,0.0001767558,1.784475,0.008708772,0.003493774,0.03212773,0.08123221,18.91881,1.576354,4.998421,5.468721,10.44874,4.966044,8.460065,19.06116
28,0.02494972,0.001128448,0.001375677,0.03560767,0.03012078,0.1859172,0.009464619,0.002321173,0.05372546,0.001983536,0.01362267,0.003015148,0.0002167152,0.0198741,0.01434418,0.00085425,0.0008929757,0.04325632,0.001158217,0.0236499,8.770433E-05,0.03182931,9.865244E-05,0.01511612,0.07172783,0.002807667,0.002379125,0.0002055073,0.001671004,3.496904E-05,0.001154016,0.0004480164,0.0001976599,0.01934437,0.0002948724,0.001897158,0.0003615122,3.383262E-06,2.620189E-05,0.001842266,0.06195904,0.01012972,0.3170268,0.002358315,0.01361549,0.0009776987,0.01089932,0.009152037,9.107322,0.0001227459,0.01927277,0.1284514,1.652426,0.1216316,0.0001844528,0.0002119287,0.012091,0.199905,0.3517423,0.0985918,0.03885445,0.05290999,0.04553841,0.03060884,0.000175258,1.755741,0.008341142,0.003998292,0.03179185,0.07383584,18.87637,1.415498,5.42586,5.664358,11.09444,5.158393,9.180757,20.40719
29,0.02467423,0.001098517,0.001355905,0.03521657,0.03009141,0.1833906,0.00937925,0.002248868,0.05297554,0.002028725,0.0155532,0.00307184,0.0002316481,0.02030797,0.01257426,0.0008459135,0.001102705,0.04277331,0.001134803,0.02433829,9.275034E-05,0.03246956,0.000158236,0.01849343,0.07069571,0.002755398,0.002458963,0.0002212603,0.001802845,3.479129E-05,0.001164062,0.0004938992,0.0001945434,0.01930777,0.0003399293,0.002390801,0.000518374,3.687165E-06,2.545783E-05,0.001825515,0.06221448,0.01065068,0.3329006,0.002371316,0.01365017,0.001010982,0.01382336,0.009570128,8.979342,0.0001225224,0.02018302,0.1244864,1.620593,0.1185427,0.000178088,0.0002052109,0.01223462,0.1948528,0.417055,0.09325397,0.04518242,0.0507271,0.04748574,0.02955517,0.0001871657,1.845703,0.01027101,0.005759238,0.03813661,0.07070357,19.05105,1.544756,5.689739,5.946028,11.54857,5.097003,9.639352,21.41146
30,0.02446691,0.00108145,0.001353072,0.03499713,0.03005959,0.1820979,0.009353249,0.002225642,0.05267467,0.00208648,0.01691861,0.003147056,0.000231819,0.02088345,0.01025399,0.0008264536,0.001307038,0.04123979,0.001127588,0.02458953,8.178892E-05,0.03282354,0.0001485502,0.02193867,0.06992738,0.002669199,0.002477372,0.0002429953,0.00183131,3.651623E-05,0.001206706,0.0005013537,0.0001931545,0.01904649,0.000272852,0.002583932,0.0005632368,3.962957E-06,2.462789E-05,0.001693599,0.05989936,0.01148188,0.3497002,0.002351711,0.01331156,0.000999514,0.0147489,0.009396231,8.961587,0.0001244654,0.02077519,0.1233369,1.644828,0.1209856,0.0001776279,0.0002267635,0.01133771,0.2050201,0.3747483,0.09544757,0.03419724,0.05016938,0.05162271,0.02847526,0.000175394,1.818097,0.009651753,0.004911921,0.03927137,0.06903122,18.15017,1.653397,5.330765,5.777081,11.25507,5.127404,9.482229,20.77054
31,0.02428506,0.00107931,0.001360498,0.03485522,0.03002961,0.1811765,0.009368221,0.002262596,0.05283705,0.002163959,0.01772084,0.003268269,0.0002367328,0.02196459,0.008108843,0.0008128656,0.001537265,0.03733065,0.001187301,0.02250904,9.537206E-05,0.03538025,0.000205767,0.02623886,0.06975034,0.002347164,0.002464961,0.0002871002,0.0018706,4.024584E-05,0.001283281,0.0004944034,0.0001961124,0.01737557,0.0003305112,0.002871292,0.0008024818,4.222207E-06,2.507715E-05,0.001697533,0.05718995,0.01046193,0.3716115,0.002264699,0.01340902,0.001033484,0.01536877,0.009430195,8.48469,0.0001283834,0.0213151,0.125272,1.721447,0.1150025,0.0001822857,0.0002641731,0.0110719,0.1920984,0.413772,0.109613,0.04669893,0.04968791,0.03864726,0.02538612,0.0001748659,1.975199,0.009909912,0.005037407,0.03177292,0.07350985,19.51145,1.358071,6.13977,6.613715,12.33003,5.307284,10.22067,22.94723
32,0.0241731,0.001103384,0.00139761,0.0349408,0.02999624,0.1794068,0.009449048,0.002312264,0.05347305,0.002265782,0.01791115,0.003408818,0.0002329063,0.02288228,0.006572602,0.0007922061,0.001645216,0.03752167,0.001245011,0.02286578,7.139795E-05,0.03272095,0.0001589218,0.02606781,0.06977671,0.002523733,0.002516517,0.0003094219,0.002073624,4.688441E-05,0.00138257,0.0005204477,0.0002016863,0.01793711,0.0002483921,0.002286931,0.000957773,4.522546E-06,2.518435E-05,0.00161732,0.05507284,0.01077284,0.3941483,0.002150767,0.01338885,0.001072997,0.01613863,0.009405618,8.245783,0.0001342841,0.02153202,0.127742,1.805689,0.1154121,0.0001979425,0.0003451862,0.01163932,0.2473662,0.4075424,0.1044635,0.04352396,0.04867033,0.03440624,0.02476951,0.0001818055,2.051496,0.01035552,0.005765982,0.03439368,0.07557721,21.35347,1.459801,5.7583,6.352695,12.12397,4.515508,9.884524,21.73029
33,0.02407946,0.001124698,0.001418654,0.03506386,0.02995592,0.1782676,0.009589027,0.002332953,0.05438879,0.002386883,0.01827728,0.003532998,0.0002053064,0.022937,0.005192372,0.0007313397,0.00157468,0.03981702,0.001231073,0.02589738,7.725235E-05,0.03256926,0.0001890737,0.02715943,0.06934448,0.002972878,0.002690463,0.0002884605,0.002335682,5.460804E-05,0.001464458,0.0005616039,0.0002079798,0.01948729,0.0002530079,0.002218829,0.0008803336,4.771732E-06,2.443585E-05,0.001516634,0.05074164,0.01150417,0.4185963,0.002067786,0.01329135,0.001053009,0.01500668,0.009034698,8.423829,0.0001445482,0.0214625,0.128268,1.793667,0.1240025,0.0002023636,0.0003716502,0.01088597,0.1991178,0.4570539,0.09946782,0.03971283,0.04611437,0.04421465,0.02675556,0.0001755915,1.952991,0.01071432,0.006326559,0.04036947,0.07427295,20.56622,1.764708,5.209018,5.691796,11.18746,3.818034,9.010394,19.75154
34,0.0240179,0.001110599,0.001398015,0.03494272,0.02989056,0.1799564,0.009689806,0.00230495,0.05473004,0.002524223,0.0191974,0.003593448,0.0001855086,0.02262904,0.004398139,0.0006705085,0.001555069,0.04126528,0.001152832,0.02699983,7.911642E-05,0.03495217,0.0001268087,0.01862416,0.06829455,0.002758776,0.002673607,0.0003100677,0.002309743,5.170351E-05,0.001483637,0.0005721481,0.0002106566,0.01751804,0.0001523434,0.00139696,0.0008453044,4.853574E-06,4.856739E-05,0.001557963,0.03937474,0.01150553,0.4449916,0.001923137,0.01270949,0.0009932389,0.0104534,0.007268771,8.529077,0.0001507548,0.02126916,0.1290137,1.710116,0.1286662,0.0001884015,0.0003368724,0.008586766,0.2099185,0.3708591,0.1062029,0.03394222,0.04181433,0.05723498,0.02838078,0.0001829157,1.890676,0.01040854,0.004772799,0.03973224,0.07308514,18.69083,1.830617,5.471887,5.656253,11.4169,4.390379,9.569695,21.0294
35,0.02393457,0.001083934,0.001381495,0.03482522,0.02981941,0.1815178,0.009753522,0.002304474,0.0548498,0.002696587,0.01911238,0.003628657,0.0002010856,0.02250031,0.003900126,0.0006971909,0.00168566,0.04176467,0.001108263,0.02777231,7.153088E-05,0.03178713,0.0001474293,0.01975093,0.06788006,0.002573025,0.002586238,0.0003621274,0.002288054,5.035416E-05,0.00157646,0.0005644796,0.000223749,0.01738039,0.0002304616,0.001514418,0.001142989,4.893176E-06,7.502222E-05,0.001690977,0.03194879,0.0116709,0.4739737,0.001971502,0.01220461,0.001190845,0.008728064,0.007028755,8.419091,0.000154966,0.02071601,0.1309871,1.727782,0.1342841,0.0001791349,0.0003127347,0.006900763,0.1730754,0.3800116,0.0887435,0.04556492,0.04185135,0.05350525,0.02820124,0.0002378976,2.018473,0.009394109,0.003963916,0.03306969,0.08259317,17.66982,1.512916,5.431648,5.984863,11.45668,4.728712,9.51225,20.99441
36,0.0235408,0.001069525,0.001382931,0.03487728,0.02977878,0.1705831,0.009706567,0.002299686,0.05468737,0.002909049,0.01720244,0.00362606,0.0002112381,0.02252129,0.003440327,0.0007628856,0.001790351,0.04367271,0.001083075,0.02967094,5.482842E-05,0.02364617,0.0002303176,0.03587501,0.06840681,0.002579065,0.002715788,0.0003691618,0.002412788,5.099827E-05,0.001744705,0.0005516227,0.0002431859,0.01868985,0.0003890835,0.002122013,0.001615941,5.001391E-06,8.874635E-05,0.002018351,0.04082486,0.01232638,0.5050679,0.0025225,0.01336291,0.00196128,0.01321064,0.0111979,8.400702,0.0001638797,0.01925156,0.1212288,1.660496,0.1257259,0.0001770628,0.0003139131,0.007749247,0.2132098,0.3712533,0.1105514,0.04069065,0.05559689,0.03745103,0.02756137,0.0003809238,2.163906,0.008716221,0.003396427,0.02689482,0.09243803,17.59995,1.103993,5.961946,6.453117,12.57558,4.596707,10.44925,22.49328
37,0.02299079,0.001072469,0.001413194,0.03535447,0.02978441,0.1564476,0.009675053,0.002299614,0.05468099,0.00316684,0.01594668,0.003644329,0.0002087632,0.02255035,0.003319676,0.000818142,0.001873859,0.04699429,0.001078189,0.0313518,4.857522E-05,0.02029339,0.000231802,0.04231122,0.06935701,0.002631184,0.002876929,0.0003763424,0.002570041,5.344594E-05,0.001959218,0.0005657074,0.0002668181,0.02087127,0.0002897551,0.002551162,0.001529042,5.295464E-06,0.0001055489,0.002112882,0.0562329,0.01345686,0.539335,0.002880076,0.01380008,0.00251096,0.01652296,0.01449338,8.538272,0.0001751236,0.01826783,0.1117645,1.601575,0.1177652,0.0001826494,0.0003434621,0.008460295,0.2254638,0.4714428,0.1094071,0.0510916,0.05239199,0.02826092,0.02909221,0.0004816256,2.416174,0.009670689,0.003355684,0.02857696,0.1030255,18.13626,1.14488,6.585677,6.999916,13.50198,4.175891,10.93172,24.09076
